Time (EDT)	Latitude	Longitude	Course	kts	mph	meters	Rate	Reporting Facility
Thu 17:24:12	39.8118	-8.5176	↓ 176°	384	442	6,363	-402 Descending	 FlightAware ADS-B (LPLZ)
Thu 17:24:32	39.7754	-8.5154	↓ 181°	384	442	6,233	-409 Descending	 FlightAware ADS-B (CBP / LPCO)
Thu 17:24:50	39.7455	-8.5239	↙ 202°	372	428	6,104	-376 Descending	 FlightAware ADS-B (LETE)
Thu 17:25:17	39.7054	-8.5549	↙ 212°	370	426	5,951	-361 Descending	 FlightAware ADS-B (CBP / LPCO)
Thu 17:25:47	39.6612	-8.5899	↙ 211°	365	420	5,761	-335 Descending	 FlightAware ADS-B (LPTN)
Thu 17:26:17	39.6166	-8.6250	↙ 211°	363	418	5,616	-282 Descending	 FlightAware ADS-B (LPSR)
Thu 17:26:47	39.5749	-8.6576	↙ 211°	360	414	5,479	-267 Descending	 FlightAware ADS-B (LPEV)
Thu 17:27:17	39.5339	-8.6895	↙ 211°	354	407	5,349	-259 Descending	 FlightAware ADS-B (LIS / LPPT)
Thu 17:27:47	39.4902	-8.7236	↙ 211°	353	406	5,220	-259 Descending	 FlightAware ADS-B (LPAR)
Thu 17:28:17	39.4495	-8.7554	↙ 211°	350	403	5,090	-248 Descending	 FlightAware ADS-B (LIS / LPPT)
Thu 17:28:46	39.4075	-8.7885	↙ 213°	349	402	4,976	-248 Descending	 FlightAware ADS-B (LPTN)
Thu 17:29:03	39.3883	-8.8109	↙ 228°	347	399	4,900	-233 Descending	 FlightAware ADS-B (CBP / LPCO)
Thu 17:29:33	39.3562	-8.8575	↙ 229°	344	396	4,793	-229 Descending	 FlightAware ADS-B (CBP / LPCO)
Thu 17:30:03	39.3248	-8.9033	↙ 229°	340	391	4,671	-244 Descending	 FlightAware ADS-B (LIS / LPPT)
Thu 17:30:33	39.2944	-8.9478	↙ 229°	334	384	4,549	-236 Descending	 FlightAware ADS-B (LPMR)
Thu 17:31:03	39.2638	-8.9925	↙ 229°	332	382	4,435	-236 Descending	 FlightAware ADS-B (LIS / LPPT)
Thu 17:31:33	39.2331	-9.0373	↙ 229°	333	383	4,313	-251 Descending	 FlightAware ADS-B (CBP / LPCO)
Thu 17:32:03	39.2026	-9.0819	↙ 229°	332	382	4,183	-248 Descending	 FlightAware ADS-B (LIS / LPPT)
Thu 17:32:19	39.1859	-9.1058	↙ 227°	332	382	4,122	-253 Descending	 FlightAware ADS-B (LPBJ)
Thu 17:32:41	39.1590	-9.1311	↙ 211°	331	381	4,023	-264 Descending	 FlightAware ADS-B (LIS / LPPT)
Thu 17:33:11	39.1195	-9.1609	↙ 210°	330	380	3,894	-273 Descending	 FlightAware ADS-B (LIS / LPPT)
Thu 17:33:43	39.0778	-9.1923	↙ 211°	327	376	3,741	-273 Descending	 FlightAware ADS-B (LPAR)
Thu 17:34:13	39.0385	-9.2219	↙ 210°	327	376	3,612	-259 Descending	 FlightAware ADS-B (LIS / LPPT)
Thu 17:34:43	38.9999	-9.2509	↙ 211°	321	369	3,482	-267 Descending	 FlightAware ADS-B (CAT / LPCS)
Thu 17:35:13	38.9617	-9.2796	↙ 210°	300	345	3,345	-236 Descending	 FlightAware ADS-B (CAT / LPCS)
Thu 17:35:43	38.9268	-9.3057	↙ 210°	285	328	3,246	-183 Descending	 FlightAware ADS-B (CAT / LPCS)
Thu 17:36:13	38.8940	-9.3303	↙ 210°	283	326	3,162	-175 Descending	 FlightAware ADS-B (LIS / LPPT)
Thu 17:36:43	38.8587	-9.3567	↙ 210°	283	326	3,071	-183 Descending	 FlightAware ADS-B (CAT / LPCS)
Thu 17:37:13	38.8262	-9.3810	↙ 210°	281	323	2,979	-183 Descending	 FlightAware ADS-B (LPMR)
Thu 17:37:43	38.7908	-9.4074	↙ 210°	280	322	2,888	-200 Descending	 FlightAware ADS-B (CAT / LPCS)
Thu 17:38:01	38.7711	-9.4192	↓ 199°	280	322	2,819	-223 Descending	 FlightAware ADS-B (LIS / LPPT)
Thu 17:38:20	38.7482	-9.4284	↓ 197°	271	312	2,751	-224 Descending	 FlightAware ADS-B (LIS / LPPT)
Thu 17:38:50	38.7133	-9.4426	↓ 198°	253	291	2,637	-213 Descending	 FlightAware ADS-B (CAT / LPCS)
Thu 17:39:20	38.6817	-9.4556	↓ 198°	241	277	2,537	-229 Descending	 FlightAware ADS-B (LIS / LPPT)
Thu 17:39:50	38.6500	-9.4684	↓ 197°	230	265	2,408	-246 Descending	 FlightAware ADS-B (LIS / LPPT)
Thu 17:40:12	38.6280	-9.4770	↓ 195°	232	267	2,324	-293 Descending	 FlightAware ADS-B (LIS / LPPT)
Thu 17:40:29	38.6099	-9.4757	↓ 165°	238	274	2,217	-343 Descending	 FlightAware ADS-B (LPSC)
Thu 17:40:48	38.5920	-9.4586	↘ 136°	238	274	2,118	-326 Descending	 FlightAware ADS-B (CAT / LPCS)
Thu 17:41:18	38.5706	-9.4305	↘ 134°	234	269	1,951	-328 Descending	 FlightAware ADS-B (LPST)
Thu 17:41:48	38.5482	-9.4013	↘ 135°	228	262	1,791	-312 Descending	 FlightAware ADS-B (LPMR)
Thu 17:42:18	38.5259	-9.3725	↘ 134°	220	253	1,638	-308 Descending	 FlightAware ADS-B (CAT / LPCS)
Thu 17:42:34	38.5161	-9.3565	↘ 119°	219	252	1,554	-314 Descending	 FlightAware ADS-B (LIS / LPPT)
Thu 17:42:50	38.5139	-9.3369	→ 85°	227	261	1,471	-259 Descending	 FlightAware ADS-B (CAT / LPCS)
Thu 17:43:11	38.5245	-9.3092	↗ 56°	224	258	1,394	-188 Descending	 FlightAware ADS-B (CAT / LPCS)
Thu 17:43:41	38.5411	-9.2786	↗ 56°	212	244	1,311	-156 Descending	 FlightAware ADS-B (LIS / LPPT)
Thu 17:43:58	38.5512	-9.2624	↗ 46°	213	245	1,273	-131 Descending	 FlightAware ADS-B (LPEV)
Thu 17:44:23	38.5726	-9.2474	↗ 25°	209	241	1,219	-191 Descending	 FlightAware ADS-B (CAT / LPCS)
Thu 17:44:53	38.5988	-9.2333	↗ 22°	202	232	1,097	-282 Descending	 FlightAware ADS-B (LIS / LPPT)
Thu 17:45:23	38.6230	-9.2205	↗ 23°	182	209	937	-290 Descending	 FlightAware ADS-B (LIS / LPPT)
Thu 17:45:53	38.6460	-9.2082	↗ 23°	175	201	808	-267 Descending	 FlightAware ADS-B (LIS / LPPT)
Thu 17:46:23	38.6680	-9.1965	↗ 23°	170	196	671	-267 Descending	 FlightAware ADS-B (LIS / LPPT)
Thu 17:46:53	38.6887	-9.1855	↗ 22°	155	178	541	-236 Descending	 FlightAware ADS-B (LPAR)
Thu 17:47:23	38.7072	-9.1755	↗ 22°	136	157	434	-213 Descending	 FlightAware ADS-B (CAT / LPCS)
Thu 17:47:36	38.7148	-9.1715	↗ 23°	130	150	389	-229 Descending	 Surface and Near-Surface
Thu 17:47:39	38.7165	-9.1705	↗ 23°	129	148	373	-217 Descending	 FlightAware ADS-B (LPMT)
Thu 17:47:55	38.7249	-9.1661	↗ 23°	127	146	320	-172 Descending	 FlightAware ADS-B (LIS / LPPT)
Thu 17:48:11	38.7335	-9.1615	↗ 23°	126	145	282	-186 Descending	 FlightAware ADS-B (LIS / LPPT)
Thu 17:48:27	38.7424	-9.1568	↗ 23°	127	146	221	-200 Descending	 FlightAware ADS-B (LIS / LPPT)
Thu 17:48:43	38.7509	-9.1522	↗ 23°	132	152	175	-200 Descending	 FlightAware ADS-B (LIS / LPPT)
Thu 17:48:59	38.7603	-9.1472	↗ 23°	134	154	114	-229 Descending	 FlightAware ADS-B (LIS / LPPT)
Thu 17:49:15	38.7697	-9.1422	↗ 23°	133	153	53	-229 Descending	 FlightAware ADS-B (LIS / LPPT)
