Datum;Skolenhetskod;Skolenhetsnamn;Status;Huvudman_PeOrgNr;Huvudman_Namn;Huvudman_Typ;Skolenhet_ValidFrom;Rektorsnamn;Startdatum;Nedlaggningsdatum;AntalElever
2025-01-20;72616393;Alboskolan;Aktiv;2120001439;ALE KOMMUN;Kommun;2023-02-21;Monika Blom;2013-10-01;;200
2025-01-20;11043800;Bohusskolan;Aktiv;2120001439;ALE KOMMUN;Kommun;2023-02-21;Aida Jovicevic;2014-07-03;;560
2025-01-20;77239517;Enheten för flerspråkighet;Aktiv;2120001439;ALE KOMMUN;Kommun;2023-06-06;;2017-07-01;;
2025-01-20;12789480;Nolskolan;Aktiv;2120001439;ALE KOMMUN;Kommun;2023-02-21;Aneta Frelek;2013-10-01;;290
2025-01-20;46249433;Träningsskolan;Vilande;2120002478;KROKOMS KOMMUN;Kommun;2023-02-23;Annika Widén;2013-10-01;2022-12-31;
2025-01-20;93096151;Grundsärskolan;Vilande;2120002478;KROKOMS KOMMUN;Kommun;2023-02-23;Annika Widén;2013-10-01;2022-12-31;
2025-01-20;89739907;Knappekullaskolan grundsärskola;Vilande;2120001447;LERUMS KOMMUN;Kommun;2023-02-27;Björn Olsson;2018-07-01;2023-01-21;
2025-01-20;94511838;Rydsbergsskolan grundsärskola;Vilande;2120001447;LERUMS KOMMUN;Kommun;2023-02-27;Niss Kerstin Hallgren;2013-10-01;2023-01-21;
2025-01-20;24103764;Rydsbergsskolan Norr;Aktiv;2120001447;LERUMS KOMMUN;Kommun;2023-02-27;Linda Sandberg Forssander;2013-10-01;;210
2025-01-20;97329627;Hulanskolan 2;Aktiv;2120001447;LERUMS KOMMUN;Kommun;2023-12-05;Charlotta Möller;2022-01-01;;120
2025-01-20;79102473;Vallastadens skola;Aktiv;2120000449;LINKÖPINGS KOMMUN;Kommun;2023-02-28;Therese Aronsson-Wickman;2017-08-01;;290
2025-01-20;23414344;Skolgrunden;Aktiv;5565588166;SKOLGRUNDEN AKTIEBOLAG;Enskild;2024-10-30;Yvonne Schultz-Eklund;2013-10-01;;70
2025-01-20;55382532;Skånhällaskolan F-6;Aktiv;2120001363;MÖLNDALS KOMMUN;Kommun;2024-05-27;Annica Karlsson;2013-10-01;;370
2025-01-20;63671158;Gudmuntorps skola;Aktiv;2120001116;HÖÖRS KOMMUN;Kommun;2023-03-01;Åsa Christell;2013-10-01;;80
2025-01-20;27838194;Markaryds skola F-3;Aktiv;2120000654;MARKARYDS KOMMUN;Kommun;2023-12-01;Cecilia Woronin Salomonsson;2023-07-07;;140
2025-01-20;52898637;Markaryds skola 4-6;Aktiv;2120000654;MARKARYDS KOMMUN;Kommun;2023-12-01;Hans Kjellsson;2023-07-07;;150
2025-01-20;52844016;Kullens skola;Aktiv;2120001371;KUNGÄLVS KOMMUN;Kommun;2024-01-19;Åse Wall;2013-10-01;;280
2025-01-20;14729346;Fageredssskolan;Aktiv;2120001231;FALKENBERGS KOMMUN;Kommun;2023-03-02;Marie Hansen;2013-10-01;;40
2025-01-20;41605059;Apelskolan;Aktiv;2120001231;FALKENBERGS KOMMUN;Kommun;2023-03-02;Marie Hansen;2023-02-15;;370
2025-01-20;94171627;SFI;Aktiv;2120001041;BJUVS KOMMUN;Kommun;2023-05-29;Jeannette Persson;2013-10-01;;
2025-01-20;80799891;Hästhagenskolan 1;Aktiv;2120001447;LERUMS KOMMUN;Kommun;2023-06-29;Elin Gustavsson;2023-01-01;;80
2025-01-20;74482611;Internationella Engelska skolan Hässelby;Aktiv;5564624368;Internationella Engelska Skolan i Sverige AB;Enskild;2023-10-23;Carina Bertsdotter;2013-10-01;;560
2025-01-20;46042136;Internationella Engelska Skolan Västerås;Aktiv;5564624368;Internationella Engelska Skolan i Sverige AB;Enskild;2023-10-23;Jennifer Sembrant;2013-10-01;;550
2025-01-20;36358939;Hästhagenskolan;Vilande;2120001447;LERUMS KOMMUN;Kommun;2023-03-06;Elisabeth Svennungsson;2013-10-01;2022-12-31;
2025-01-20;19266756;Hällsboskolan Kungsholmen;Aktiv;2021005745;SPECIALPEDAGOGISKA SKOLMYNDIGHETEN;Stat;2024-05-15;Annely Tärning;2014-09-25;;
2025-01-20;70803136;Kyrkskolan;Aktiv;2120000035;VÄRMDÖ KOMMUN;Kommun;2023-03-07;Monica Hjerpe;2013-10-01;;120
2025-01-20;89005271;Kullsvedsskolan;Aktiv;2120000035;VÄRMDÖ KOMMUN;Kommun;2023-03-07;Lillemor Esping-Brodén;2013-10-01;;
2025-01-20;67362048;Kullsvedsskolan, Grundskola;Aktiv;2120000035;VÄRMDÖ KOMMUN;Kommun;2024-08-22;Lillemor Esping-Brodén;2013-10-01;;20
2025-01-20;44412461;Värmdö gymnasium;Aktiv;2120000035;VÄRMDÖ KOMMUN;Kommun;2023-03-07;Kajsa Rehnman;2013-10-01;;1280
2025-01-20;54841948;Ersboda Grundsärskola;Vilande;2120002627;UMEÅ KOMMUN;Kommun;2023-07-01;Charlotta Blomqvist;2020-07-01;2023-07-01;
2025-01-20;54562453;Sjungande dalens skola;Aktiv;2120002643;SKELLEFTEÅ KOMMUN;Kommun;2023-03-07;Jenny Eriksson;2023-03-01;;20
2025-01-20;35374123;Central insamlingsenhet;Aktiv;2120002783;KIRUNA KOMMUN;Kommun;2023-05-23;;2022-03-01;;
2025-01-20;88566715;Nya Raketskolan f;Vilande;2120002783;KIRUNA KOMMUN;Kommun;2023-03-08;Marion Patron;2020-08-24;2023-01-01;
2025-01-20;10908699;Komvux;Vilande;2120001314;ORUST KOMMUN;Kommun;2023-03-09;Catharina Karlsson;2022-11-23;2023-03-09;
2025-01-20;40152896;Gunnarsboskolan;Aktiv;2120001603;MULLSJÖ KOMMUN;Kommun;2024-08-27;Karin Norman;2018-08-01;;290
2025-01-20;93223643;Gärsnäs skola;Aktiv;2120000969;SIMRISHAMNS KOMMUN;Kommun;2023-03-09;Gunilla Nilsson;2013-10-01;;100
2025-01-20;66350640;Korsavadsskolan 1;Aktiv;2120000969;SIMRISHAMNS KOMMUN;Kommun;2023-10-25;Rasmus Björck;2013-10-01;;440
2025-01-20;74865595;Komvux;Aktiv;2120001314;ORUST KOMMUN;Kommun;2023-03-09;Catharina Karlsson;2013-10-01;;
2025-01-20;13311362;Bergstrands vuxenutbildning;Aktiv;2120003005;UPPSALA KOMMUN;Kommun;2023-12-06;Sanna Vingren;2019-07-01;;
2025-01-20;81734064;Hovslättsskolan;Aktiv;2120000530;JÖNKÖPINGS KOMMUN;Kommun;2023-03-10;Lina Pantzar-Reilly;2013-10-01;;330
2025-01-20;16249429;Grästorpsskolan;Aktiv;2120000530;JÖNKÖPINGS KOMMUN;Kommun;2023-03-10;Lina Pantzar-Reilly;2013-10-01;;80
2025-01-20;53147557;Stefanskolan;Aktiv;8020094994;FÖRENINGEN STEFANSKOLAN;Enskild;2023-03-13;Timoteus Lind;2013-10-01;;90
2025-01-20;89749001;Banérskolan;Aktiv;5590987201;Banérskolan AB;Enskild;2023-03-13;Margareta Gustafsson;2013-10-01;;60
2025-01-20;57243353;Grundskolan Äventyret;Aktiv;8024262159;STIFTELSEN ÄVENTYRET;Enskild;2023-03-13;Elisabeth Backman;2013-10-01;;160
2025-01-20;94316329;Vuxenutbildningen Kronan;Vilande;2220002998;Kunskapsförbundet Väst;Kommun;2023-03-15;Anette Ambrén;2023-01-01;2023-03-15;
2025-01-20;24762802;Marmorbyns skola;Aktiv;2120000308;VINGÅKERS KOMMUN;Kommun;2023-03-15;Per-Ola Andersson;2013-10-01;;90
2025-01-20;18900112;Sävstaskolan;Aktiv;2120000308;VINGÅKERS KOMMUN;Kommun;2024-05-15;Susanne Torssander;2013-10-01;;220
2025-01-20;76848295;Sollerö skola F-6;Aktiv;2120002213;MORA KOMMUN;Kommun;2023-03-16;Cayénne Kranning;2013-10-01;;100
2025-01-20;92218121;Odensalaskolans grundskola;Aktiv;2120002528;ÖSTERSUNDS KOMMUN;Kommun;2023-06-22;Carina Abrahamsson;2022-07-01;;610
2025-01-20;15826117;Modersmål;Aktiv;2120002528;ÖSTERSUNDS KOMMUN;Kommun;2023-06-22;;2013-10-01;;
2025-01-20;77460055;Treälvsskolan;Aktiv;2120002528;ÖSTERSUNDS KOMMUN;Kommun;2023-03-16;Malin Tuuliainen;2020-02-04;;320
2025-01-20;89605548;Trollbodaskolan;Aktiv;2120000142;STOCKHOLMS KOMMUN;Kommun;2023-03-16;Mats Östholm;2013-10-01;;590
2025-01-20;14687849;Kullsvedsskolans anpassade gymnasieskola;Aktiv;2120000035;VÄRMDÖ KOMMUN;Kommun;2023-07-01;Lillemor Esping-Brodén;2023-07-01;;
2025-01-20;10995387;Bergslenagymnasiet C;Aktiv;2120001561;BORÅS KOMMUN;Kommun;2023-07-01;Carina Edvinsson;2023-07-01;;
2025-01-20;14504503;Praktiska Gymnasiet Skövde;Aktiv;5562575786;Praktiska Sverige AB;Enskild;2023-12-04;Richard Edström;2013-10-01;;220
2025-01-20;62677187;Åsaskolan 7-9AD;Aktiv;2120001256;KUNGSBACKA KOMMUN;Kommun;2023-12-05;Ulrika Jansson;2023-07-01;;140
2025-01-20;60526603;Drakbergsskolan;Aktiv;8572069568;KANNEBÄCKS FRISKOLEFÖRENING;Enskild;2023-03-23;Annett Bawel;2013-10-01;;220
2025-01-20;51014228;Wieselgrensskolan;Aktiv;2120001157;HELSINGBORGS KOMMUN;Kommun;2023-03-23;Ulrica Gath;2013-10-01;;540
2025-01-20;78875918;Tycho Braheskolan;Aktiv;2120001157;HELSINGBORGS KOMMUN;Kommun;2023-12-07;Anette Lilja;2013-10-01;;550
2025-01-20;47717980;International school of Hbg/Gr;Aktiv;2120001157;HELSINGBORGS KOMMUN;Kommun;2023-12-01;Michael McAneney;2013-10-01;;520
2025-01-20;61826221;International school of Hbg/Gy;Aktiv;2120001157;HELSINGBORGS KOMMUN;Kommun;2023-12-01;Michael McAneney;2013-10-01;;130
2025-01-20;54172830;Filbornaskolan;Aktiv;2120001157;HELSINGBORGS KOMMUN;Kommun;2023-12-01;Anders Nilsson;2013-10-01;;600
2025-01-20;44040804;Raus Planterings skola;Aktiv;2120001157;HELSINGBORGS KOMMUN;Kommun;2023-03-23;Catarina Karvonen;2013-10-01;;150
2025-01-20;47885092;Björkhagaskolan;Aktiv;2120002015;LINDESBERGS KOMMUN;Kommun;2023-03-24;Elionor Pettersson;2016-07-01;;370
2025-01-20;68098327;Brotorpsskolan;Aktiv;2120002015;LINDESBERGS KOMMUN;Kommun;2023-03-24;Yasmine Svartling;2021-07-09;;390
2025-01-20;24053777;Ekbackens skola;Aktiv;2120002015;LINDESBERGS KOMMUN;Kommun;2023-03-24;Sandra Marcusson;2013-10-01;;170
2025-01-20;15641642;Fröviskolan F-6;Aktiv;2120002015;LINDESBERGS KOMMUN;Kommun;2023-03-24;Gretha Åström;2020-07-01;;290
2025-01-20;67768292;Alströmergymnasiet sektor 5;Aktiv;2120001553;ALINGSÅS KOMMUN;Kommun;2023-03-24;Andreas Fridberg;2015-08-12;;150
2025-01-20;31015204;Lindbackaskolan;Aktiv;2120002015;LINDESBERGS KOMMUN;Kommun;2023-03-24;Elizabeth Falk;2021-07-01;;450
2025-01-20;67243580;Knappekullaskolan skolenhet 2;Aktiv;2120001447;LERUMS KOMMUN;Kommun;2023-06-29;Susann Rehn;2013-10-01;;160
2025-01-20;90410822;Värnet;Aktiv;2120001199;TRELLEBORGS KOMMUN;Kommun;2023-08-01;Andrea Roos;2023-08-01;;20
2025-01-20;52965560;Vasa International School of Stockholm;Aktiv;5567025696;AB Parts & Paomees;Enskild;2024-06-24;Anna-Karin Backman;2013-10-01;;210
2025-01-20;33733966;International School of Kungsholmen;Aktiv;5567025696;AB Parts & Paomees;Enskild;2024-06-24;Alanna Hickel;2014-07-02;;200
2025-01-20;30381689;Central Insamlingsenhet;Aktiv;2120002452;RAGUNDA KOMMUN;Kommun;2023-03-27;;2013-10-01;;
2025-01-20;77496161;Kärnekullaskolan;Aktiv;2120001611;HABO KOMMUN;Kommun;2024-08-20;Anna Smid;2023-08-01;;170
2025-01-20;85416841;Alfred Dalinskolan;Aktiv;2120000530;JÖNKÖPINGS KOMMUN;Kommun;2023-03-27;Tor Ekström;2013-10-01;;750
2025-01-20;95700485;Lars-Erik Larssongymnasiet;Aktiv;8465021015;LARS-ERIK LARSSON GYMNASIET;Enskild;2024-06-11;Mårten Eberhard;2013-10-01;;180
2025-01-20;14365211;Lögdeå skola;Aktiv;2120002536;NORDMALINGS KOMMUN;Kommun;2024-06-11;Anna Hällgren;2015-08-20;;50
2025-01-20;22752398;Alléskolan 3;Aktiv;2220001180;SYDNÄRKES UTBILDNINGSFÖRBUND;Kommun;2024-07-23;Lukas Wingren;2013-10-01;;290
2025-01-20;25558716;Herrhagsskolan 4-6;Aktiv;2120001850;KARLSTADS KOMMUN;Kommun;2024-09-12;Kristin Andersson;2019-08-05;;160
2025-01-20;22049068;Frödingskolan;Aktiv;2120001850;KARLSTADS KOMMUN;Kommun;2023-03-27;Anna Mossberg;2015-08-03;;280
2025-01-20;67510587;Orrholmsskolan;Aktiv;2120001850;KARLSTADS KOMMUN;Kommun;2024-09-12;David Johansson;2013-10-01;;110
2025-01-20;96787312;Ölands folkhögskola;Aktiv;2321000073;REGION KALMAR LÄN;Region;2023-03-27;;2023-03-27;;
2025-01-20;21157015;Astradskolan 3;Aktiv;2120000670;LJUNGBY KOMMUN;Kommun;2023-03-27;Patrik Svensson;2018-08-13;;250
2025-01-20;96958960;Kungshögsskolan 3;Aktiv;2120000670;LJUNGBY KOMMUN;Kommun;2023-03-27;Petra Skogsborn;2013-10-01;;250
2025-01-20;70789823;Söderköpings Waldorfskola;Aktiv;8250017939;STIFTELSEN SÖDERKÖPINGS WALDORFSKOLA;Enskild;2023-03-28;Helena Selsfors;2013-10-01;;140
2025-01-20;92364234;Thunmanskolan;Aktiv;2120003013;KNIVSTA KOMMUN;Kommun;2024-06-13;Joahara Khattab;2013-10-01;;370
2025-01-20;65755097;Central Insamlingsenhet;Aktiv;2120001926;HALLSBERGS KOMMUN;Kommun;2023-05-23;;2013-10-01;;
2025-01-20;13123046;Vetlanda Friskola;Aktiv;8275007683;HOPE STIFTELSEN;Enskild;2023-03-28;Elisabeth Leidö;2013-10-01;;90
2025-01-20;16068461;Nyckelskolan;Aktiv;5564787397;NYCKELKNIPPAN FÖRSKOLE AKTIEBOLAG;Enskild;2023-03-28;Erica Adelbertsson;2013-10-01;;240
2025-01-20;98032567;Mälardalens Ridgymnasium Västerås;Aktiv;9165808479;Mälardalens Ridgymnasium Västerås Handelsbolag;Enskild;2023-03-28;Mia Pettersson;2013-10-01;;60
2025-01-20;87987096;Dalaskolan Norra;Aktiv;2120000894;BROMÖLLA KOMMUN;Kommun;2023-03-28;Esra Öztürk;2013-10-01;;250
2025-01-20;18195751;Humleskolan;Aktiv;2120000894;BROMÖLLA KOMMUN;Kommun;2023-03-28;Martin Grengby;2013-10-01;;280
2025-01-20;78808043;Ösbyskolan AB;Aktiv;5566994009;Ösbyskolan AB;Enskild;2023-03-28;Ann-Louise Papinski;2013-10-01;;70
2025-01-20;80008140;Bromölla gymnasium;Aktiv;2120000894;BROMÖLLA KOMMUN;Kommun;2023-03-28;Ingrid Priemer;2022-01-01;;20
2025-01-20;76924694;Bromölla Komvux;Aktiv;2120000894;BROMÖLLA KOMMUN;Kommun;2023-03-28;Ingrid Priemar;2022-01-01;;
2025-01-20;37998000;Emanuelskolan;Aktiv;2120001090;SJÖBO KOMMUN;Kommun;2023-03-28;Sofie Stagevik;2013-10-01;;330
2025-01-20;80083873;Drottninghögsskolan;Aktiv;2120001157;HELSINGBORGS KOMMUN;Kommun;2023-12-07;Frida Sander;2013-10-01;;210
2025-01-20;30731471;Gustavslundsskolan;Aktiv;2120001157;HELSINGBORGS KOMMUN;Kommun;2023-12-01;Charlotte Hejdesten;2017-08-01;;450
2025-01-20;86764194;Anneroskolan;Aktiv;2120001157;HELSINGBORGS KOMMUN;Kommun;2023-05-29;Cissi Warntoft;2013-10-01;;290
2025-01-20;28424574;Gantofta skola;Aktiv;2120001157;HELSINGBORGS KOMMUN;Kommun;2023-12-01;Pia Alkefelt;2013-10-01;;340
2025-01-20;89693828;Svensgårdsskolan;Aktiv;2120001157;HELSINGBORGS KOMMUN;Kommun;2023-03-28;Per Olsson;2013-10-01;;370
2025-01-20;53454010;Hällfors friskola;Aktiv;7696017008;HÄLLFORSHEDENS FRISKOLA EKONOMISK FÖRENING;Enskild;2023-03-28;Peter Lindgren;2013-10-01;;40
2025-01-20;56290112;Central Insamlingsenhet;Aktiv;2120002189;ORSA KOMMUN;Kommun;2023-05-22;;2013-10-01;;
2025-01-20;95802522;Västansjö skola;Aktiv;5569182784;Västansjö skola AB;Enskild;2023-03-28;Helena Johansson-Sahlin;2014-07-02;;80
2025-01-20;74734342;Segersta skola;Aktiv;5592527765;Segersta skola AB;Enskild;2023-03-28;Helena Johansson-Sahlin;2014-07-02;;40
2025-01-20;28993546;Egebyskolan L;Aktiv;2120000480;MJÖLBY KOMMUN;Kommun;2024-06-11;Gunilla Angström;2013-10-01;;120
2025-01-20;34622909;Vasaskolan L;Aktiv;2120000480;MJÖLBY KOMMUN;Kommun;2023-12-15;Ann-Sofie Brehmer Hjertstedt;2013-10-01;;240
2025-01-20;13706881;Mjölby vuxenutbildningen;Aktiv;2120000480;MJÖLBY KOMMUN;Kommun;2023-12-15;Malin Hammargren;2013-10-01;;
2025-01-20;31870541;Kungshögaskolan MG1;Aktiv;2120000480;MJÖLBY KOMMUN;Kommun;2024-07-05;Jessica Bergstrand;2013-10-01;;180
2025-01-20;99795286;Polhems anpassade gymnasieskola;Aktiv;2120000142;STOCKHOLMS KOMMUN;Kommun;2023-07-02;Susanne Avander;2023-07-02;;
2025-01-20;27807194;Polhems anpassade gymnasieskola, Gy;Aktiv;2120000142;STOCKHOLMS KOMMUN;Kommun;2023-03-29;Susanne Avander;2023-03-29;;
2025-01-20;54719506;Grevåkerskolan Hammerdal;Aktiv;2120002486;STRÖMSUNDS KOMMUN;Kommun;2023-03-29;Julia Bergquist;2013-10-01;;200
2025-01-20;41005196;Hedenvindskolan;Aktiv;2120002486;STRÖMSUNDS KOMMUN;Kommun;2023-03-29;Birgitta Jonsson;2013-10-01;;220
2025-01-20;20491464;Enhet Flerspråkigt lärande - Central Insamlingsenhet;Aktiv;2120001256;KUNGSBACKA KOMMUN;Kommun;2023-12-05;;2013-10-01;;
2025-01-20;37597661;Nyhemsskolan;Aktiv;2120000340;KATRINEHOLMS KOMMUN;Kommun;2023-03-29;Helena Ohlsson;2013-10-01;;340
2025-01-20;10258227;Stjärnskolan;Aktiv;2120001876;FILIPSTADS KOMMUN;Kommun;2023-03-30;Maria Svanlind;2023-01-01;;220
2025-01-20;12436715;Humlemadskolan;Aktiv;2120001025;BURLÖVS KOMMUN;Kommun;2023-03-30;Jenny Kronqvist;2013-10-01;;210
2025-01-20;82378508;Svenshögskolan;Aktiv;2120001025;BURLÖVS KOMMUN;Kommun;2023-03-30;Pia Tullgren;2013-10-01;;260
2025-01-20;95748172;Vårboskolan;Aktiv;2120001025;BURLÖVS KOMMUN;Kommun;2023-03-30;Susanne Kristensen;2013-10-01;;310
2025-01-20;49822531;Strandvägsskolan;Vilande;2120001876;FILIPSTADS KOMMUN;Kommun;2023-03-30;Maria Svanlind;2013-10-01;2022-12-31;
2025-01-20;56948895;Edens skola;Aktiv;7696009039;Edens skola, ekonomisk förening;Enskild;2023-04-03;Kicki Fasth Anderlund;2013-10-01;;110
2025-01-20;66342347;Idekulla skola;Aktiv;9696416842;IDEKULLA SKOLA HANDELSBOLAG;Enskild;2023-03-30;Pia Kareld;2013-10-01;;110
2025-01-20;48791751;Magelungens Grundskola Solna;Aktiv;5564891447;Magelungen Utveckling AB;Enskild;2023-03-30;Eva Torvaldsson;2013-10-01;;40
2025-01-20;82151850;Magelungens Grundskola Västerås;Aktiv;5564891447;Magelungen Utveckling AB;Enskild;2023-03-30;Carina Gerebo;2013-10-01;;40
2025-01-20;38096510;Magelungens Grundskola Älvsjö;Aktiv;5564891447;Magelungen Utveckling AB;Enskild;2023-03-30;Ulrika Lindberg;2013-10-01;;
2025-01-20;27319904;Magelungens Grundskola Örebro;Aktiv;5564891447;Magelungen Utveckling AB;Enskild;2023-03-30;Anel Murtic;2013-10-01;;10
2025-01-20;22403748;Central Insamlingsenhet;Aktiv;2120001934;DEGERFORS KOMMUN;Kommun;2023-05-23;;2013-10-01;;
2025-01-20;10924758;Degerforsgymnasiet;Aktiv;2120001934;DEGERFORS KOMMUN;Kommun;2024-11-07;Claes Vitez;2013-10-01;;310
2025-01-20;35749151;Vågen 7-9;Aktiv;2120001934;DEGERFORS KOMMUN;Kommun;2023-05-23;Robert Karlsson;2022-08-16;;
2025-01-20;11632851;Aspenässkolan 1;Aktiv;2120001447;LERUMS KOMMUN;Kommun;2023-12-11;Maria Johansson;2013-10-01;;200
2025-01-20;67721487;Gläntanskolan;Aktiv;2120001157;HELSINGBORGS KOMMUN;Kommun;2023-04-03;Ulrica Ekstrand;2013-10-01;;390
2025-01-20;13175575;Högastensskolan;Aktiv;2120001157;HELSINGBORGS KOMMUN;Kommun;2023-04-03;Lise-Lotte Johansson;2013-10-01;;530
2025-01-20;84590558;Råå Södra skola;Aktiv;2120001157;HELSINGBORGS KOMMUN;Kommun;2023-04-03;Lise-Lotte Johansson;2013-10-01;;140
2025-01-20;88007898;Allerums skola;Aktiv;2120001157;HELSINGBORGS KOMMUN;Kommun;2023-04-03;Charlotte Möllergren;2013-10-01;;140
2025-01-20;59858754;Tuppkärrsskolan;Aktiv;2120002031;SURAHAMMARS KOMMUN;Kommun;2023-05-23;Ellinor Jonsson;2013-10-01;;270
2025-01-20;61716971;Komvux Malmö Södervärn SFI Ro4;Aktiv;2120001124;MALMÖ KOMMUN;Kommun;2023-04-03;Annika Hansen;2015-01-01;;
2025-01-20;38897013;Kristna skolan Oasen;Aktiv;8892015598;KRISTNA SKOLAN OASEN IDEELLA FÖRENING;Enskild;2023-05-22;Shannon Lehnberg;2013-10-01;;90
2025-01-20;34125463;Nytorpsskolan;Aktiv;5564870771;Nytida Enigma AB;Enskild;2023-04-03;Pontus Frölund;2013-10-01;;50
2025-01-20;62270371;Friskolan Vintergatan;Aktiv;7696065718;FRISKOLAN VINTERGATAN EKONOMISK FÖRENING;Enskild;2023-06-06;Malin Eidin;2013-10-01;;120
2025-01-20;82075850;Skarpatorpsskolan;Aktiv;2120000142;STOCKHOLMS KOMMUN;Kommun;2023-04-04;Marion Sarmiento Aguilera;2014-07-04;;480
2025-01-20;18451445;Teknik & Servicegymnasiet;Aktiv;5568879018;Ludus AB;Enskild;2023-04-04;Cecilia Sjöström;2013-10-01;;130
2025-01-20;42164778;Maria Parkskolan;Aktiv;2120001157;HELSINGBORGS KOMMUN;Kommun;2023-04-04;Lina Magnusson;2013-10-01;;1010
2025-01-20;30707344;Stenungskolan;Vilande;2120001298;STENUNGSUNDS KOMMUN;Kommun;2023-07-01;Mattias Berntsson;2013-10-01;2023-07-01;
2025-01-20;67422309;Haganässkolan 1;Aktiv;2120000647;ÄLMHULTS KOMMUN;Kommun;2023-06-12;Olof Gustafsson;2015-09-04;;370
2025-01-20;67058407;Haganässkolan2;Aktiv;2120000647;ÄLMHULTS KOMMUN;Kommun;2023-06-12;Olof Gustafsson;2015-09-04;;30
2025-01-20;44047778;Klöxhultsskolan 2;Aktiv;2120000647;ÄLMHULTS KOMMUN;Kommun;2023-04-04;Pernilla Ekblad;2016-08-29;;210
2025-01-20;96840270;Modersmålsunderv;Aktiv;2120000027;VALLENTUNA KOMMUN;Kommun;2023-04-05;;2013-10-01;;
2025-01-20;16361266;Bergslenagymnasiet A;Aktiv;2120001561;BORÅS KOMMUN;Kommun;2023-04-05;Carina Edvinsson;2013-10-01;;
2025-01-20;84673347;Freinetskolan Tallbacken;Aktiv;5566403407;Freinetskolan Tallbacken AB;Enskild;2023-04-05;Louise Eng Martinez;2013-10-01;;170
2025-01-20;10902849;KMS Kullaviks Montessoriskola;Aktiv;7164422243;Kullaviks Montessoriskola Ekonomisk förening;Enskild;2023-04-06;Pernilla Södergren;2013-10-01;;240
2025-01-20;25253749;Albatross Montessoriskola;Aktiv;8136004168;ALBATROSS MONTESSORISKOLA;Enskild;2023-04-06;Anna Lerin;2013-10-01;;170
2025-01-20;88794685;Ljungskileskolan 4 - 6;Aktiv;2120001397;UDDEVALLA KOMMUN;Kommun;2023-12-20;Helena Zell;2017-07-01;;230
2025-01-20;62222568;Västerskolan 7-9;Aktiv;2120001397;UDDEVALLA KOMMUN;Kommun;2023-12-04;Gunnar Nyberg;2013-10-01;;350
2025-01-20;79683330;Djurmoskolan;Aktiv;2120002155;GAGNEFS KOMMUN;Kommun;2023-11-13;Susanne Karlsson;2013-10-01;;100
2025-01-20;39127609;Kyrkskolan;Aktiv;2120002155;GAGNEFS KOMMUN;Kommun;2023-04-11;Susanne Karlsson;2013-10-01;;140
2025-01-20;20748461;Arnö skola;Aktiv;2120002940;NYKÖPINGS KOMMUN;Kommun;2023-04-11;Eva Fältö;2018-08-21;;540
2025-01-20;62817522;Bryngelstorpskolan;Aktiv;2120002940;NYKÖPINGS KOMMUN;Kommun;2023-04-11;Kristin Viman;2013-10-01;;300
2025-01-20;62179318;Dammlötskolan;Aktiv;2120002940;NYKÖPINGS KOMMUN;Kommun;2023-04-11;Katja Ahlin;2013-10-01;;100
2025-01-20;46107605;Korsbackaskolan;Aktiv;2120001058;KÄVLINGE KOMMUN;Kommun;2023-04-11;Katarina Svanberg;2013-10-01;;580
2025-01-20;42584474;Rosenkulla skola;Aktiv;2120002940;NYKÖPINGS KOMMUN;Kommun;2023-04-11;Kristin Viman;2018-08-21;;250
2025-01-20;53953848;Sjösa skola;Aktiv;2120002940;NYKÖPINGS KOMMUN;Kommun;2023-04-11;Kristin Viman;2013-10-01;;90
2025-01-20;88884378;Tunabergs skola;Aktiv;2120002940;NYKÖPINGS KOMMUN;Kommun;2024-06-11;Eva Fältö;2018-08-21;;70
2025-01-20;81899882;Västra skolan;Aktiv;2120002940;NYKÖPINGS KOMMUN;Kommun;2023-04-11;Katja Ahlin;2013-10-01;;90
2025-01-20;87469558;Östra skolan;Aktiv;2120002940;NYKÖPINGS KOMMUN;Kommun;2023-04-11;Katja Ahlin;2013-10-01;;340
2025-01-20;99757444;Nyköpings högstadium;Aktiv;2120002940;NYKÖPINGS KOMMUN;Kommun;2023-04-11;Tina Johansson;2014-08-15;;890
2025-01-20;91315551;Enhet flerspråkighet;Aktiv;2120001249;VARBERGS KOMMUN;Kommun;2023-05-30;;2013-10-01;;
2025-01-20;66829136;Ljungenskolan;Aktiv;2120001058;KÄVLINGE KOMMUN;Kommun;2023-04-11;Josefine Lindén;2013-10-01;;370
2025-01-20;26357566;Skönadalsskolan;Aktiv;2120001058;KÄVLINGE KOMMUN;Kommun;2023-04-11;Sandra Kristiansson;2013-10-01;;400
2025-01-20;16659634;SSK Stöd;Aktiv;2120001058;KÄVLINGE KOMMUN;Kommun;2024-06-05;;2013-10-01;;
2025-01-20;27065389;Föräldrakooperativet Framtiden fritidshem;Aktiv;7696069801;FÖRÄLDRAKOOPERATIVET FRAMTIDEN EK FÖR;Enskild;2023-04-11;Anne-Marie S Lundell;2017-06-27;;
2025-01-20;81871281;Strandbackens resursskola;Vilande;2120002759;PITEÅ KOMMUN;Kommun;2023-08-01;;2023-08-01;2023-04-07;
2025-01-20;94843896;Huddunge Byskola;Aktiv;7696146880;Huddunge Byskola ekonomisk förening;Enskild;2023-04-12;Mats Eriksson;2013-10-01;;40
