municipalityId,municipalityCode,name,email,domain,server,siteVisionDetected,cms,slug,landAreaSquareKilometers,waterAreaSquareKilometers,numberOfVendorInvoices,lastUpdatedAtUtc,bank,excessLiquidityPlaced,municipalityType,municipalityRegistrationNumber
290,2518,Övertorneå,kommun@overtornea.se,overtornea.se,LiteSpeed,False,Wordpress,overtornea,2358.03,130.26,31743,2023-11-20T12:53:58,"Sparbanken Nord, Övertorneå","Affärskonto med ränta 3,94%",0,2120002700
291,,Region Östergötland,region@regionostergotland.se,regionostergotland.se,,,,region-ostergotland,,,763192,2024-01-02T09:25:30,,,1,2321000040
292,,Region Värmland,region@regionvarmland.se,regionvarmland.se,,,,region-varmland,,,529633,,,,1,2321000156
293,,Stockholm Business Region AB,business@stockholm.se,stockholmbusinessregion.com,,,,stockholm-business-region-ab,,,2452,,,,2,5564916798
294,,Visit Stockholm AB,touristinfo@stockholm.se,visitstockholm.com,,,,visit-stockholm-ab,,,1766,,,,2,5560275736
295,,Invest Stockholm Business Region AB,business@stockholm.se,stockholmbusinessregion.com,,,,invest-stockholm-business-region-ab,,,1418,,,,2,5560831306
296,,Region Gävleborg,rg@regiongavleborg.se,regiongavleborg.se,,,,region-gavleborg,,,698430,,,,1,2321000198
297,,Region Västmanland,region@regionvastmanland.se,regionvastmanland.se,,,,region-vastmanland,,,533522,,,,1,2321000172
298,,Aktiebolaget STOKAB,info@stokab.se,stokab.se,,,,aktiebolaget-stokab,,,13725,,,,2,5564756467
299,,Region Dalarna,region.dalarna@regiondalarna.se,regiondalarna.se,,,,region-dalarna,,,265364,,,,1,2321000180
300,,St Erik Markutveckling AB,info@sterikmark.se,sterikmark.se,,,,st-erik-markutveckling-ab,,,600,,,,2,5560645813
