"Uudenmaan väestö äidinkielen, sukupuolen ja iän mukaan 31.12."

"Uppgifter","Språk","Kön","Ålder","2023"
"Mäntsälä","Suomi ja saame","Totalt","Yli 85-vuotiaat",475
"Mäntsälä","Suomi ja saame","Män","Väestö yhteensä",9850
"Mäntsälä","Suomi ja saame","Män","0-6-vuotiaat",682
"Mäntsälä","Suomi ja saame","Män","7-12-vuotiaat",825
"Mäntsälä","Suomi ja saame","Män","13-15-vuotiaat",493
"Mäntsälä","Suomi ja saame","Män","16-18-vuotiaat",411
"Mäntsälä","Suomi ja saame","Män","19-vuotiaat",122
"Mäntsälä","Suomi ja saame","Män","20-29-vuotiaat",823
"Mäntsälä","Suomi ja saame","Män","30-39-vuotiaat",1092
"Mäntsälä","Suomi ja saame","Män","40-49-vuotiaat",1330
"Mäntsälä","Suomi ja saame","Män","50-64-vuotiaat",2134
"Mäntsälä","Suomi ja saame","Män","65-74-vuotiaat",1137
"Mäntsälä","Suomi ja saame","Män","75-84-vuotiaat",647
"Mäntsälä","Suomi ja saame","Män","Yli 65-vuotiaat",1938
"Mäntsälä","Suomi ja saame","Män","Yli 75-vuotiaat",801
"Mäntsälä","Suomi ja saame","Män","Yli 85-vuotiaat",154
"Mäntsälä","Suomi ja saame","Kvinnor","Väestö yhteensä",9827
"Mäntsälä","Suomi ja saame","Kvinnor","0-6-vuotiaat",613
"Mäntsälä","Suomi ja saame","Kvinnor","7-12-vuotiaat",791
"Mäntsälä","Suomi ja saame","Kvinnor","13-15-vuotiaat",429
"Mäntsälä","Suomi ja saame","Kvinnor","16-18-vuotiaat",420
"Mäntsälä","Suomi ja saame","Kvinnor","19-vuotiaat",99
"Mäntsälä","Suomi ja saame","Kvinnor","20-29-vuotiaat",678
"Mäntsälä","Suomi ja saame","Kvinnor","30-39-vuotiaat",1095
"Mäntsälä","Suomi ja saame","Kvinnor","40-49-vuotiaat",1365
"Mäntsälä","Suomi ja saame","Kvinnor","50-64-vuotiaat",2012
"Mäntsälä","Suomi ja saame","Kvinnor","65-74-vuotiaat",1224
"Mäntsälä","Suomi ja saame","Kvinnor","75-84-vuotiaat",780
"Mäntsälä","Suomi ja saame","Kvinnor","Yli 65-vuotiaat",2325
"Mäntsälä","Suomi ja saame","Kvinnor","Yli 75-vuotiaat",1101
"Mäntsälä","Suomi ja saame","Kvinnor","Yli 85-vuotiaat",321
"Mäntsälä","Ruotsi","Totalt","Väestö yhteensä",163
"Mäntsälä","Ruotsi","Totalt","0-6-vuotiaat",8
"Mäntsälä","Ruotsi","Totalt","7-12-vuotiaat",8
"Mäntsälä","Ruotsi","Totalt","13-15-vuotiaat",3
"Mäntsälä","Ruotsi","Totalt","16-18-vuotiaat",4
"Mäntsälä","Ruotsi","Totalt","19-vuotiaat",2
"Mäntsälä","Ruotsi","Totalt","20-29-vuotiaat",15
"Mäntsälä","Ruotsi","Totalt","30-39-vuotiaat",18
"Mäntsälä","Ruotsi","Totalt","40-49-vuotiaat",14
"Mäntsälä","Ruotsi","Totalt","50-64-vuotiaat",39
"Mäntsälä","Ruotsi","Totalt","65-74-vuotiaat",31
"Mäntsälä","Ruotsi","Totalt","75-84-vuotiaat",18
"Mäntsälä","Ruotsi","Totalt","Yli 65-vuotiaat",52
"Mäntsälä","Ruotsi","Totalt","Yli 75-vuotiaat",21
"Mäntsälä","Ruotsi","Totalt","Yli 85-vuotiaat",3
"Mäntsälä","Ruotsi","Män","Väestö yhteensä",83
"Mäntsälä","Ruotsi","Män","0-6-vuotiaat",2
"Mäntsälä","Ruotsi","Män","7-12-vuotiaat",5
"Mäntsälä","Ruotsi","Män","13-15-vuotiaat",3
"Mäntsälä","Ruotsi","Män","16-18-vuotiaat",1
"Mäntsälä","Ruotsi","Män","19-vuotiaat",2
"Mäntsälä","Ruotsi","Män","20-29-vuotiaat",8
"Mäntsälä","Ruotsi","Män","30-39-vuotiaat",12
"Mäntsälä","Ruotsi","Män","40-49-vuotiaat",6
"Mäntsälä","Ruotsi","Män","50-64-vuotiaat",18
"Mäntsälä","Ruotsi","Män","65-74-vuotiaat",15
"Mäntsälä","Ruotsi","Män","75-84-vuotiaat",9
"Mäntsälä","Ruotsi","Män","Yli 65-vuotiaat",26
"Mäntsälä","Ruotsi","Män","Yli 75-vuotiaat",11
"Mäntsälä","Ruotsi","Män","Yli 85-vuotiaat",2
"Mäntsälä","Ruotsi","Kvinnor","Väestö yhteensä",80
"Mäntsälä","Ruotsi","Kvinnor","0-6-vuotiaat",6
"Mäntsälä","Ruotsi","Kvinnor","7-12-vuotiaat",3
"Mäntsälä","Ruotsi","Kvinnor","13-15-vuotiaat",0
"Mäntsälä","Ruotsi","Kvinnor","16-18-vuotiaat",3
"Mäntsälä","Ruotsi","Kvinnor","19-vuotiaat",0
"Mäntsälä","Ruotsi","Kvinnor","20-29-vuotiaat",7
"Mäntsälä","Ruotsi","Kvinnor","30-39-vuotiaat",6
"Mäntsälä","Ruotsi","Kvinnor","40-49-vuotiaat",8
"Mäntsälä","Ruotsi","Kvinnor","50-64-vuotiaat",21
"Mäntsälä","Ruotsi","Kvinnor","65-74-vuotiaat",16
"Mäntsälä","Ruotsi","Kvinnor","75-84-vuotiaat",9
"Mäntsälä","Ruotsi","Kvinnor","Yli 65-vuotiaat",26
"Mäntsälä","Ruotsi","Kvinnor","Yli 75-vuotiaat",10
"Mäntsälä","Ruotsi","Kvinnor","Yli 85-vuotiaat",1
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Totalt","Väestö yhteensä",1117
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Totalt","0-6-vuotiaat",84
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Totalt","7-12-vuotiaat",90
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Totalt","13-15-vuotiaat",48
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Totalt","16-18-vuotiaat",38
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Totalt","19-vuotiaat",13
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Totalt","20-29-vuotiaat",117
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Totalt","30-39-vuotiaat",244
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Totalt","40-49-vuotiaat",245
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Totalt","50-64-vuotiaat",192
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Totalt","65-74-vuotiaat",30
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Totalt","75-84-vuotiaat",10
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Totalt","Yli 65-vuotiaat",46
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Totalt","Yli 75-vuotiaat",16
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Totalt","Yli 85-vuotiaat",6
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Män","Väestö yhteensä",559
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Män","0-6-vuotiaat",42
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Män","7-12-vuotiaat",40
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Män","13-15-vuotiaat",27
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Män","16-18-vuotiaat",22
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Män","19-vuotiaat",10
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Män","20-29-vuotiaat",65
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Män","30-39-vuotiaat",116
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Män","40-49-vuotiaat",124
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Män","50-64-vuotiaat",90
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Män","65-74-vuotiaat",14
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Män","75-84-vuotiaat",7
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Män","Yli 65-vuotiaat",23
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Män","Yli 75-vuotiaat",9
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Män","Yli 85-vuotiaat",2
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Väestö yhteensä",558
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Kvinnor","0-6-vuotiaat",42
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Kvinnor","7-12-vuotiaat",50
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Kvinnor","13-15-vuotiaat",21
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Kvinnor","16-18-vuotiaat",16
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Kvinnor","19-vuotiaat",3
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Kvinnor","20-29-vuotiaat",52
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Kvinnor","30-39-vuotiaat",128
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Kvinnor","40-49-vuotiaat",121
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Kvinnor","50-64-vuotiaat",102
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Kvinnor","65-74-vuotiaat",16
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Kvinnor","75-84-vuotiaat",3
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Yli 65-vuotiaat",23
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Yli 75-vuotiaat",7
"Mäntsälä","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Yli 85-vuotiaat",4
"Nurmijärvi","Totalt","Totalt","Väestö yhteensä",44785
"Nurmijärvi","Totalt","Totalt","0-6-vuotiaat",3362
"Nurmijärvi","Totalt","Totalt","7-12-vuotiaat",3744
"Nurmijärvi","Totalt","Totalt","13-15-vuotiaat",2008
"Nurmijärvi","Totalt","Totalt","16-18-vuotiaat",1862
"Nurmijärvi","Totalt","Totalt","19-vuotiaat",542
"Nurmijärvi","Totalt","Totalt","20-29-vuotiaat",3860
"Nurmijärvi","Totalt","Totalt","30-39-vuotiaat",5562
"Nurmijärvi","Totalt","Totalt","40-49-vuotiaat",6446
"Nurmijärvi","Totalt","Totalt","50-64-vuotiaat",9341
"Nurmijärvi","Totalt","Totalt","65-74-vuotiaat",4326
"Nurmijärvi","Totalt","Totalt","75-84-vuotiaat",2887
"Nurmijärvi","Totalt","Totalt","Yli 65-vuotiaat",8058
"Nurmijärvi","Totalt","Totalt","Yli 75-vuotiaat",3732
"Nurmijärvi","Totalt","Totalt","Yli 85-vuotiaat",845
"Nurmijärvi","Totalt","Män","Väestö yhteensä",22613
"Nurmijärvi","Totalt","Män","0-6-vuotiaat",1728
"Nurmijärvi","Totalt","Män","7-12-vuotiaat",1900
"Nurmijärvi","Totalt","Män","13-15-vuotiaat",1056
"Nurmijärvi","Totalt","Män","16-18-vuotiaat",950
"Nurmijärvi","Totalt","Män","19-vuotiaat",333
"Nurmijärvi","Totalt","Män","20-29-vuotiaat",2137
"Nurmijärvi","Totalt","Män","30-39-vuotiaat",2856
"Nurmijärvi","Totalt","Män","40-49-vuotiaat",3221
"Nurmijärvi","Totalt","Män","50-64-vuotiaat",4812
"Nurmijärvi","Totalt","Män","65-74-vuotiaat",2031
"Nurmijärvi","Totalt","Män","75-84-vuotiaat",1286
"Nurmijärvi","Totalt","Män","Yli 65-vuotiaat",3620
"Nurmijärvi","Totalt","Män","Yli 75-vuotiaat",1589
"Nurmijärvi","Totalt","Män","Yli 85-vuotiaat",303
"Nurmijärvi","Totalt","Kvinnor","Väestö yhteensä",22172
"Nurmijärvi","Totalt","Kvinnor","0-6-vuotiaat",1634
"Nurmijärvi","Totalt","Kvinnor","7-12-vuotiaat",1844
"Nurmijärvi","Totalt","Kvinnor","13-15-vuotiaat",952
"Nurmijärvi","Totalt","Kvinnor","16-18-vuotiaat",912
"Nurmijärvi","Totalt","Kvinnor","19-vuotiaat",209
"Nurmijärvi","Totalt","Kvinnor","20-29-vuotiaat",1723
"Nurmijärvi","Totalt","Kvinnor","30-39-vuotiaat",2706
"Nurmijärvi","Totalt","Kvinnor","40-49-vuotiaat",3225
"Nurmijärvi","Totalt","Kvinnor","50-64-vuotiaat",4529
"Nurmijärvi","Totalt","Kvinnor","65-74-vuotiaat",2295
"Nurmijärvi","Totalt","Kvinnor","75-84-vuotiaat",1601
"Nurmijärvi","Totalt","Kvinnor","Yli 65-vuotiaat",4438
"Nurmijärvi","Totalt","Kvinnor","Yli 75-vuotiaat",2143
"Nurmijärvi","Totalt","Kvinnor","Yli 85-vuotiaat",542
"Nurmijärvi","Suomi ja saame","Totalt","Väestö yhteensä",40788
"Nurmijärvi","Suomi ja saame","Totalt","0-6-vuotiaat",2984
"Nurmijärvi","Suomi ja saame","Totalt","7-12-vuotiaat",3374
"Nurmijärvi","Suomi ja saame","Totalt","13-15-vuotiaat",1852
"Nurmijärvi","Suomi ja saame","Totalt","16-18-vuotiaat",1759
"Nurmijärvi","Suomi ja saame","Totalt","19-vuotiaat",502
"Nurmijärvi","Suomi ja saame","Totalt","20-29-vuotiaat",3472
"Nurmijärvi","Suomi ja saame","Totalt","30-39-vuotiaat",4656
"Nurmijärvi","Suomi ja saame","Totalt","40-49-vuotiaat",5683
"Nurmijärvi","Suomi ja saame","Totalt","50-64-vuotiaat",8704
"Nurmijärvi","Suomi ja saame","Totalt","65-74-vuotiaat",4153
"Nurmijärvi","Suomi ja saame","Totalt","75-84-vuotiaat",2825
"Nurmijärvi","Suomi ja saame","Totalt","Yli 65-vuotiaat",7802
"Nurmijärvi","Suomi ja saame","Totalt","Yli 75-vuotiaat",3649
"Nurmijärvi","Suomi ja saame","Totalt","Yli 85-vuotiaat",824
"Nurmijärvi","Suomi ja saame","Män","Väestö yhteensä",20485
"Nurmijärvi","Suomi ja saame","Män","0-6-vuotiaat",1536
"Nurmijärvi","Suomi ja saame","Män","7-12-vuotiaat",1721
"Nurmijärvi","Suomi ja saame","Män","13-15-vuotiaat",973
"Nurmijärvi","Suomi ja saame","Män","16-18-vuotiaat",889
"Nurmijärvi","Suomi ja saame","Män","19-vuotiaat",310
"Nurmijärvi","Suomi ja saame","Män","20-29-vuotiaat",1944
"Nurmijärvi","Suomi ja saame","Män","30-39-vuotiaat",2355
"Nurmijärvi","Suomi ja saame","Män","40-49-vuotiaat",2797
"Nurmijärvi","Suomi ja saame","Män","50-64-vuotiaat",4463
"Nurmijärvi","Suomi ja saame","Män","65-74-vuotiaat",1952
"Nurmijärvi","Suomi ja saame","Män","75-84-vuotiaat",1251
"Nurmijärvi","Suomi ja saame","Män","Yli 65-vuotiaat",3497
"Nurmijärvi","Suomi ja saame","Män","Yli 75-vuotiaat",1545
"Nurmijärvi","Suomi ja saame","Män","Yli 85-vuotiaat",294
"Nurmijärvi","Suomi ja saame","Kvinnor","Väestö yhteensä",20303
"Nurmijärvi","Suomi ja saame","Kvinnor","0-6-vuotiaat",1448
"Nurmijärvi","Suomi ja saame","Kvinnor","7-12-vuotiaat",1653
"Nurmijärvi","Suomi ja saame","Kvinnor","13-15-vuotiaat",879
"Nurmijärvi","Suomi ja saame","Kvinnor","16-18-vuotiaat",870
"Nurmijärvi","Suomi ja saame","Kvinnor","19-vuotiaat",192
"Nurmijärvi","Suomi ja saame","Kvinnor","20-29-vuotiaat",1528
"Nurmijärvi","Suomi ja saame","Kvinnor","30-39-vuotiaat",2301
"Nurmijärvi","Suomi ja saame","Kvinnor","40-49-vuotiaat",2886
"Nurmijärvi","Suomi ja saame","Kvinnor","50-64-vuotiaat",4241
"Nurmijärvi","Suomi ja saame","Kvinnor","65-74-vuotiaat",2201
"Nurmijärvi","Suomi ja saame","Kvinnor","75-84-vuotiaat",1574
"Nurmijärvi","Suomi ja saame","Kvinnor","Yli 65-vuotiaat",4305
"Nurmijärvi","Suomi ja saame","Kvinnor","Yli 75-vuotiaat",2104
"Nurmijärvi","Suomi ja saame","Kvinnor","Yli 85-vuotiaat",530
"Nurmijärvi","Ruotsi","Totalt","Väestö yhteensä",563
"Nurmijärvi","Ruotsi","Totalt","0-6-vuotiaat",65
"Nurmijärvi","Ruotsi","Totalt","7-12-vuotiaat",44
"Nurmijärvi","Ruotsi","Totalt","13-15-vuotiaat",24
"Nurmijärvi","Ruotsi","Totalt","16-18-vuotiaat",12
"Nurmijärvi","Ruotsi","Totalt","19-vuotiaat",10
"Nurmijärvi","Ruotsi","Totalt","20-29-vuotiaat",51
"Nurmijärvi","Ruotsi","Totalt","30-39-vuotiaat",59
"Nurmijärvi","Ruotsi","Totalt","40-49-vuotiaat",66
"Nurmijärvi","Ruotsi","Totalt","50-64-vuotiaat",114
"Nurmijärvi","Ruotsi","Totalt","65-74-vuotiaat",63
"Nurmijärvi","Ruotsi","Totalt","75-84-vuotiaat",40
"Nurmijärvi","Ruotsi","Totalt","Yli 65-vuotiaat",118
"Nurmijärvi","Ruotsi","Totalt","Yli 75-vuotiaat",55
"Nurmijärvi","Ruotsi","Totalt","Yli 85-vuotiaat",15
"Nurmijärvi","Ruotsi","Män","Väestö yhteensä",301
"Nurmijärvi","Ruotsi","Män","0-6-vuotiaat",31
"Nurmijärvi","Ruotsi","Män","7-12-vuotiaat",19
"Nurmijärvi","Ruotsi","Män","13-15-vuotiaat",12
"Nurmijärvi","Ruotsi","Män","16-18-vuotiaat",8
"Nurmijärvi","Ruotsi","Män","19-vuotiaat",6
"Nurmijärvi","Ruotsi","Män","20-29-vuotiaat",28
"Nurmijärvi","Ruotsi","Män","30-39-vuotiaat",37
"Nurmijärvi","Ruotsi","Män","40-49-vuotiaat",38
"Nurmijärvi","Ruotsi","Män","50-64-vuotiaat",61
"Nurmijärvi","Ruotsi","Män","65-74-vuotiaat",32
"Nurmijärvi","Ruotsi","Män","75-84-vuotiaat",22
"Nurmijärvi","Ruotsi","Män","Yli 65-vuotiaat",61
"Nurmijärvi","Ruotsi","Män","Yli 75-vuotiaat",29
"Nurmijärvi","Ruotsi","Män","Yli 85-vuotiaat",7
"Nurmijärvi","Ruotsi","Kvinnor","Väestö yhteensä",262
"Nurmijärvi","Ruotsi","Kvinnor","0-6-vuotiaat",34
"Nurmijärvi","Ruotsi","Kvinnor","7-12-vuotiaat",25
"Nurmijärvi","Ruotsi","Kvinnor","13-15-vuotiaat",12
"Nurmijärvi","Ruotsi","Kvinnor","16-18-vuotiaat",4
"Nurmijärvi","Ruotsi","Kvinnor","19-vuotiaat",4
"Nurmijärvi","Ruotsi","Kvinnor","20-29-vuotiaat",23
"Nurmijärvi","Ruotsi","Kvinnor","30-39-vuotiaat",22
"Nurmijärvi","Ruotsi","Kvinnor","40-49-vuotiaat",28
"Nurmijärvi","Ruotsi","Kvinnor","50-64-vuotiaat",53
"Nurmijärvi","Ruotsi","Kvinnor","65-74-vuotiaat",31
"Nurmijärvi","Ruotsi","Kvinnor","75-84-vuotiaat",18
"Nurmijärvi","Ruotsi","Kvinnor","Yli 65-vuotiaat",57
"Nurmijärvi","Ruotsi","Kvinnor","Yli 75-vuotiaat",26
"Nurmijärvi","Ruotsi","Kvinnor","Yli 85-vuotiaat",8
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Totalt","Väestö yhteensä",3434
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Totalt","0-6-vuotiaat",313
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Totalt","7-12-vuotiaat",326
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Totalt","13-15-vuotiaat",132
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Totalt","16-18-vuotiaat",91
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Totalt","19-vuotiaat",30
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Totalt","20-29-vuotiaat",337
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Totalt","30-39-vuotiaat",847
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Totalt","40-49-vuotiaat",697
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Totalt","50-64-vuotiaat",523
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Totalt","65-74-vuotiaat",110
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Totalt","75-84-vuotiaat",22
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Totalt","Yli 65-vuotiaat",138
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Totalt","Yli 75-vuotiaat",28
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Totalt","Yli 85-vuotiaat",6
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Män","Väestö yhteensä",1827
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Män","0-6-vuotiaat",161
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Män","7-12-vuotiaat",160
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Män","13-15-vuotiaat",71
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Män","16-18-vuotiaat",53
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Män","19-vuotiaat",17
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Män","20-29-vuotiaat",165
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Män","30-39-vuotiaat",464
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Män","40-49-vuotiaat",386
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Män","50-64-vuotiaat",288
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Män","65-74-vuotiaat",47
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Män","75-84-vuotiaat",13
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Män","Yli 65-vuotiaat",62
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Män","Yli 75-vuotiaat",15
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Män","Yli 85-vuotiaat",2
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Väestö yhteensä",1607
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Kvinnor","0-6-vuotiaat",152
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Kvinnor","7-12-vuotiaat",166
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Kvinnor","13-15-vuotiaat",61
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Kvinnor","16-18-vuotiaat",38
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Kvinnor","19-vuotiaat",13
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Kvinnor","20-29-vuotiaat",172
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Kvinnor","30-39-vuotiaat",383
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Kvinnor","40-49-vuotiaat",311
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Kvinnor","50-64-vuotiaat",235
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Kvinnor","65-74-vuotiaat",63
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Kvinnor","75-84-vuotiaat",9
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Yli 65-vuotiaat",76
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Yli 75-vuotiaat",13
"Nurmijärvi","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Yli 85-vuotiaat",4
"Pornainen","Totalt","Totalt","Väestö yhteensä",4973
"Pornainen","Totalt","Totalt","0-6-vuotiaat",353
"Pornainen","Totalt","Totalt","7-12-vuotiaat",386
"Pornainen","Totalt","Totalt","13-15-vuotiaat",224
"Pornainen","Totalt","Totalt","16-18-vuotiaat",216
"Pornainen","Totalt","Totalt","19-vuotiaat",71
"Pornainen","Totalt","Totalt","20-29-vuotiaat",366
"Pornainen","Totalt","Totalt","30-39-vuotiaat",549
"Pornainen","Totalt","Totalt","40-49-vuotiaat",749
"Pornainen","Totalt","Totalt","50-64-vuotiaat",1118
"Pornainen","Totalt","Totalt","65-74-vuotiaat",580
"Pornainen","Totalt","Totalt","75-84-vuotiaat",270
"Pornainen","Totalt","Totalt","Yli 65-vuotiaat",941
"Pornainen","Totalt","Totalt","Yli 75-vuotiaat",361
"Pornainen","Totalt","Totalt","Yli 85-vuotiaat",91
"Pornainen","Totalt","Män","Väestö yhteensä",2581
"Pornainen","Totalt","Män","0-6-vuotiaat",177
"Pornainen","Totalt","Män","7-12-vuotiaat",218
"Pornainen","Totalt","Män","13-15-vuotiaat",107
"Pornainen","Totalt","Män","16-18-vuotiaat",123
"Pornainen","Totalt","Män","19-vuotiaat",42
"Pornainen","Totalt","Män","20-29-vuotiaat",211
"Pornainen","Totalt","Män","30-39-vuotiaat",296
"Pornainen","Totalt","Män","40-49-vuotiaat",365
"Pornainen","Totalt","Män","50-64-vuotiaat",591
"Pornainen","Totalt","Män","65-74-vuotiaat",294
"Pornainen","Totalt","Män","75-84-vuotiaat",134
"Pornainen","Totalt","Män","Yli 65-vuotiaat",451
"Pornainen","Totalt","Män","Yli 75-vuotiaat",157
"Pornainen","Totalt","Män","Yli 85-vuotiaat",23
"Pornainen","Totalt","Kvinnor","Väestö yhteensä",2392
"Pornainen","Totalt","Kvinnor","0-6-vuotiaat",176
"Pornainen","Totalt","Kvinnor","7-12-vuotiaat",168
"Pornainen","Totalt","Kvinnor","13-15-vuotiaat",117
"Pornainen","Totalt","Kvinnor","16-18-vuotiaat",93
"Pornainen","Totalt","Kvinnor","19-vuotiaat",29
"Pornainen","Totalt","Kvinnor","20-29-vuotiaat",155
"Pornainen","Totalt","Kvinnor","30-39-vuotiaat",253
"Pornainen","Totalt","Kvinnor","40-49-vuotiaat",384
"Pornainen","Totalt","Kvinnor","50-64-vuotiaat",527
"Pornainen","Totalt","Kvinnor","65-74-vuotiaat",286
"Pornainen","Totalt","Kvinnor","75-84-vuotiaat",136
"Pornainen","Totalt","Kvinnor","Yli 65-vuotiaat",490
"Pornainen","Totalt","Kvinnor","Yli 75-vuotiaat",204
"Pornainen","Totalt","Kvinnor","Yli 85-vuotiaat",68
"Pornainen","Suomi ja saame","Totalt","Väestö yhteensä",4669
"Pornainen","Suomi ja saame","Totalt","0-6-vuotiaat",336
"Pornainen","Suomi ja saame","Totalt","7-12-vuotiaat",371
"Pornainen","Suomi ja saame","Totalt","13-15-vuotiaat",213
"Pornainen","Suomi ja saame","Totalt","16-18-vuotiaat",210
"Pornainen","Suomi ja saame","Totalt","19-vuotiaat",67
"Pornainen","Suomi ja saame","Totalt","20-29-vuotiaat",341
"Pornainen","Suomi ja saame","Totalt","30-39-vuotiaat",497
"Pornainen","Suomi ja saame","Totalt","40-49-vuotiaat",677
"Pornainen","Suomi ja saame","Totalt","50-64-vuotiaat",1051
"Pornainen","Suomi ja saame","Totalt","65-74-vuotiaat",556
"Pornainen","Suomi ja saame","Totalt","75-84-vuotiaat",259
"Pornainen","Suomi ja saame","Totalt","Yli 65-vuotiaat",906
"Pornainen","Suomi ja saame","Totalt","Yli 75-vuotiaat",350
"Pornainen","Suomi ja saame","Totalt","Yli 85-vuotiaat",91
"Pornainen","Suomi ja saame","Män","Väestö yhteensä",2429
"Pornainen","Suomi ja saame","Män","0-6-vuotiaat",172
"Pornainen","Suomi ja saame","Män","7-12-vuotiaat",208
"Pornainen","Suomi ja saame","Män","13-15-vuotiaat",99
"Pornainen","Suomi ja saame","Män","16-18-vuotiaat",120
